Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
38,1997,1,12,0.017672782663323196,0.00019195099588997788,0.15442940781264997,0.01767278132556094,0.017672786717240527,1.191333333
38,1997,2,12,0.0005334484120981537,5.326588681631363e-06,0.15442940781264997,0.0005334470509950484,0.0005334525367469493,1.312222222
38,1997,3,12,0.00026610914663320563,3.957477078722732e-06,0.15442940781264997,0.00026610778516602976,0.0002661132723852702,1.847777778
40,1997,1,12,0.020302461815167875,0.00036997992412266835,0.15442940781264997,0.020302460480986797,0.02030246585823291,2.2335
40,1997,2,12,0.0010606281386297473,1.728580461587101e-05,0.15442940781264997,0.001060626778244571,0.0010606322611029513,2.073846154
40,1997,3,12,0.005275605713219011,0.00012057524502055012,0.15442940781264997,0.005275604358573917,0.005275609818297634,2.829444444
46,1997,4,12,0.00607888315129756,0.004584139898830225,0.15442940781264997,0.006078881797746393,0.006078887253061177,91.74736842
51,1997,4,12,8.544897452816553e-05,3.8109389819791337e-06,0.15442940781264997,8.54476128149613e-05,8.545310102578761e-05,4.452941176
53,1997,2,12,0.004934203453132507,1.8734113183686375e-05,0.15442940781264997,0.00493420209802248,0.004934207559620046,0.548333333
0,1997,4,13,0.0014986685341379477,1.485852039203288e-05,0.4720702562625972,0.001498667174349308,0.0014986726548034245,1.147857143
5,1997,4,13,0.0034217871109310043,8.776478027189378e-06,0.4720702562625972,0.003421785753761324,0.0034217912236600588,0.240714286
7,1997,4,13,0.0018908894634014012,1.172020233955106e-05,0.4720702562625972,0.0018908881041468993,0.0018908935824482407,0.589285714
9,1997,4,13,0.017405561489266096,0.8235852039203289,0.4720702562625972,0.017405560151139934,0.017405565544286208,5376.054286
49,1997,4,13,0.0026152227953340395,0.00044922842238381285,0.4720702562625972,0.0026152214370659555,0.0026152269113916635,22.80357143
0,1997,4,17,0.00018832627266445975,1.915270312993993e-06,0.5625779825319128,0.00018832491109135684,0.00018833039873752258,1.245714286
1,1997,1,17,1.7015003680663158e-05,1.079671198229529e-07,0.5625779825319128,1.7013641874263516e-05,1.701913046070199e-05,0.806666667
3,1997,4,17,0.00010310364000133483,9.960638634208031e-06,0.5625779825319128,0.00010310227831217324,0.00010310776642609873,11.20714286
8,1997,2,17,5.806160885824906e-07,2.3711666139740753e-09,0.5625779825319128,5.792542598020141e-07,5.847429364435773e-07,0.49
11,1997,1,17,0.00014847042251600064,8.836547581410054e-07,0.5625779825319128,0.00014846906088862086,0.0001484745487535426,0.796666667
13,1997,4,17,3.474839675906398e-05,1.748340183370218e-07,0.5625779825319128,3.4747034976814195e-05,3.475252346591975e-05,0.64
15,1997,1,17,0.00014478990697142688,7.15460006323111e-06,0.5625779825319128,0.00014478854533903486,0.0001447940332241578,6.054285714
16,1997,2,17,8.70924132873736e-06,4.268099905153336e-08,0.5625779825319128,8.707879511026686e-06,8.713368143052829e-06,0.613333333
21,1997,1,17,8.350046629868532e-05,5.482611444830857e-06,0.5625779825319128,8.349910458282754e-05,8.350459280434858e-05,8.436666667
23,1997,1,17,9.742541147401115e-07,3.4777110338286437e-09,0.5625779825319128,9.728922864957027e-07,9.783809609767128e-07,0.44
24,1997,1,17,0.0003380268140122029,3.932658868163137e-06,0.5625779825319128,0.00033802545264296666,0.00033803093946747404,1.444285714
26,1997,1,17,9.225891238069237e-05,3.4078406576035413e-06,0.5625779825319128,9.225755067676212e-05,9.226303885021086e-05,4.68
26,1997,4,17,1.6936276075431635e-05,1.1270945305090105e-07,0.5625779825319128,1.6934914268924776e-05,1.6940402855795364e-05,0.7525
32,1997,2,17,3.756290864609096e-05,2.388555169143219e-07,0.5625779825319128,3.7561546867674065e-05,3.756703534133166e-05,0.777142857
37,1997,4,17,0.000408665157806188,3.1696016440088524e-05,0.5625779825319128,0.0004086637965331491,0.0004086692829699453,8.641428571
39,1997,2,17,0.00013607082469203557,7.061334176414796e-07,0.5625779825319128,0.00013606946304776967,0.00013607495098074885,0.608571429
40,1997,1,17,0.002069935719599195,2.3727631994941513e-05,0.5625779825319128,0.0020699343605885233,0.0020699398379071376,1.378571429
43,1997,1,17,2.608836018359632e-05,1.0875750869427759e-07,0.5625779825319128,2.608699838955304e-05,2.6092486926190764e-05,0.575714286
44,1997,1,17,5.51782103166445e-05,3.536199810306671e-07,0.5625779825319128,5.5176848562216636e-05,5.518233693918948e-05,0.861428571
45,1997,1,17,1.766450642382323e-05,1.2867530825165983e-07,0.5625779825319128,1.7663144618308103e-05,1.7668633201181664e-05,0.921428571
46,1997,4,17,1.6040749565923048e-06,3.556749920961113e-08,0.5625779825319128,1.6027131292056045e-06,1.6082018002297298e-06,2.352
48,1997,4,17,0.00010257222866602204,2.6838444514701232e-06,0.5625779825319128,0.00010257086697613674,0.00010257635509297902,3.221428571
49,1997,4,17,7.79108063272471e-05,3.333386025924755e-06,0.5625779825319128,7.790944460377716e-05,7.791493285597807e-05,6.537142857
50,1997,2,17,1.4594129819793791e-05,7.982927600379388e-08,0.5625779825319128,1.4592768010097332e-05,1.4598256609823207e-05,0.618
51,1997,4,17,2.7564502781687397e-05,1.1264622194119507e-06,0.5625779825319128,2.7563140989654376e-05,2.7568629518190022e-05,5.425714286
53,1997,2,17,8.436646995623208e-05,1.089788175782485e-06,0.5625779825319128,8.436510824155364e-05,8.437059645832149e-05,1.385
0,1997,4,29,0.00015858691978825148,1.9638001896933294e-06,0.24820040310970343,0.00015858555817464866,0.0001585910459840442,1.691764706
1,1997,4,29,7.143546079695423e-05,3.4476762567183053e-07,0.24820040310970343,7.143409906466597e-05,7.143958735240798e-05,0.777692308
2,1997,1,29,4.064312620077435e-06,1.5017388555169143e-08,0.24820040310970343,4.062950796041159e-06,4.068439453561827e-06,0.426666667
4,1997,4,29,0.0001203646674483465,7.957635156496996e-07,0.24820040310970343,0.00012036330578269148,0.00012036879380187674,1.68
6,1997,4,29,5.261956314661996e-05,1.1065444198545684e-09,0.24820040310970343,5.2618201388707655e-05,5.26236897797241e-05,0.0
8,1997,4,29,1.2980213912547546e-05,7.271577616187164e-09,0.24820040310970343,1.2978852100653207e-05,1.298434070923735e-05,0.07
9,1997,4,29,0.00047772894949554254,0.048403778058804935,0.24820040310970343,0.0004777275883165568,0.0004777330743742839,13003.78778
11,1997,1,29,0.0005117195930542531,8.220044261776794e-06,0.24820040310970343,0.0005117182319215568,0.0005117237177927202,2.0
13,1997,4,29,0.0012603010273982006,8.78422383812836e-06,0.24820040310970343,0.0012602996672849448,0.0012603051490473842,0.942777778
16,1997,2,29,0.0005015834138806944,2.6863736958583622e-06,0.24820040310970343,0.0005015820527341944,0.000501587538660992,0.5975
17,1997,4,29,0.000582869666282243,6.113183686373696e-06,0.24820040310970343,0.000582868305246441,0.0005828737907270844,1.13
19,1997,1,29,0.00011109449193233453,4.040467910211824e-07,0.24820040310970343,0.00011109313025405512,0.0001110986183241214,0.438888889
20,1997,4,29,1.8648601489217285e-05,7.113499841922226e-08,0.24820040310970343,1.8647239685042324e-05,1.8652728262514503e-05,0.482
21,1997,1,29,0.012627386308751817,0.0011934397723680052,0.24820040310970343,0.012627384964118592,0.012627390383490741,13.44588235
22,1997,2,29,0.000497174667987729,4.4988934555801455e-06,0.24820040310970343,0.000497173306835225,0.0004971787927862208,1.095882353
23,1997,4,29,0.0003244659840110729,6.655074296553904e-07,0.24820040310970343,0.0003244646226233691,0.00032447010952230755,0.251538462
24,1997,4,29,0.0006980875165385786,2.0611760986405312e-05,0.24820040310970343,0.0006980861556596837,0.0006980916405079332,2.658461538
25,1997,2,29,0.001007742869815471,5.53904521024344e-06,0.24820040310970343,0.001007741509358274,0.0010077469925069244,0.662352941
26,1997,1,29,0.00019068810082140548,1.4068921909579514e-05,0.24820040310970343,0.00019068673925151896,0.00019069222688472142,9.154166667
27,1997,1,29,2.931619199808881e-05,1.1239329750237118e-07,0.24820040310970343,2.9314830208441284e-05,2.9320318727362476e-05,0.548888889
27,1997,2,29,6.433029442480917e-05,2.703129939930446e-07,0.24820040310970343,6.43289326828449e-05,6.433442100958489e-05,0.542857143
27,1997,3,29,0.00019600221417453336,4.7897565602276325e-08,0.24820040310970343,0.00019600085261188378,0.00019600634021591873,0.046
29,1997,2,29,1.0,0.006110859943092002,0.24820040310970343,1.0,1.0,0.698888889
29,1997,4,29,0.0001281587003662674,5.567499209611129e-07,0.24820040310970343,0.00012815733871122652,0.00012816282668763282,0.40375
34,1997,1,29,2.516331082212591e-05,1.146063863420803e-07,0.24820040310970343,2.516194902682287e-05,2.5167437568537896e-05,0.585
37,1997,4,29,0.00558994535900718,0.0008823194751817894,0.24820040310970343,0.005589944004790162,0.005589949462788569,18.23722222
38,1997,0,29,0.00024811988883780234,2.423332279481505e-06,0.24820040310970343,0.00024811852734612816,0.0002481240146641059,0.986
39,1997,4,29,0.006438392760587316,3.966961745178628e-05,0.24820040310970343,0.006438391407525738,0.0064383968608672905,0.718333333
40,1997,0,29,0.00832781592234128,0.00011886974391400569,0.24820040310970343,0.008327814571852775,0.008327820014823888,1.837222222
40,1997,3,29,0.02375267943253811,0.0005642617767941827,0.24820040310970343,0.02375267809685141,0.02375268346136462,2.843888889
40,1997,5,29,0.08404816440733037,0.0014092791653493519,0.24820040310970343,0.08404816316823238,0.08404816818732642,1.985555556
41,1997,4,29,0.0002125546931744613,4.7423332279481507e-07,0.24820040310970343,0.00021255333163435337,0.0002125588191475371,0.2975
42,1997,4,29,3.964919018472635e-05,1.4342396459057858e-06,0.24820040310970343,3.964782840915061e-05,3.965331687135728e-05,4.598571429
43,1997,4,29,0.0025175612010443337,1.4059911476446413e-05,0.24820040310970343,0.0025175598426432516,0.0025175653175049926,0.649444444
44,1997,4,29,9.930503304891378e-05,5.093265886816314e-07,0.24820040310970343,9.930367135457914e-05,9.930915948935398e-05,0.626666667
45,1997,1,29,3.0595515583101075e-05,1.8526715143850774e-07,0.24820040310970343,3.0594153795195775e-05,3.059964230709516e-05,1.196666667
46,1997,4,29,0.0005077241670887532,0.0002874960480556434,0.24820040310970343,0.0005077228059506159,0.0005077282918437089,67.83625
47,1997,4,29,5.461727612936988e-06,1.5807777426493836e-10,0.24820040310970343,5.460365790803754e-06,5.465854440654459e-06,0.0
51,1997,4,29,0.0002456399692730093,3.723680050584888e-06,0.24820040310970343,0.0002456386077779579,0.00024564409510954713,1.661111111
52,1997,1,29,0.0013633751445475736,7.031299399304458e-06,0.24820040310970343,0.001363373784574687,0.0013633792657713857,1.825
52,1997,2,29,0.00032855981948311214,1.6681947518178945e-06,0.24820040310970343,0.0003285584581009834,0.00032856394497745217,0.628333333
53,1997,2,29,0.0072306089701308345,0.00012811887448624723,0.24820040310970343,0.007230607618148121,0.007230613067141452,1.886666667
0,1998,1,21,1.289164535666208e-06,3.635788808093582e-09,0.18128539207217584,1.3373497281486855e-06,1.2094845753800375e-06,0.35
2,1998,1,21,2.9227623442203344e-06,5.121719886184003e-08,0.18128539207217584,3.033256670514413e-06,2.737688970624001e-06,2.17
5,1998,1,21,2.2634186504063195e-07,1.1065444198545684e-09,0.18128539207217584,2.339885849227909e-07,2.1523111341408541e-07,0.58
10,1998,1,21,2.952285196182156e-08,1.5807777426493836e-10,0.18128539207217584,2.966244728836596e-08,3.1110101938909103e-08,0.5
11,1998,3,21,8.90606034181617e-06,5.880493202655707e-08,0.18128539207217584,9.244771254600932e-06,8.334967719469362e-06,0.84
13,1998,1,21,1.476142598091078e-07,3.635788808093582e-09,0.18128539207217584,1.5225812986902092e-07,1.4158270882401488e-07,2.75
17,1998,2,21,2.0577427817389628e-05,3.259563705343029e-07,0.18128539207217584,2.136131121632233e-05,1.9253343699947318e-05,1.54
31,1998,1,21,5.018884833509665e-07,6.781536515965855e-08,0.18128539207217584,5.200451776109859e-07,4.7300052947933227e-07,16.5
38,1998,1,21,2.1945319958287362e-06,5.785646538096744e-08,0.18128539207217584,2.2772499612670405e-06,2.0564412281658486e-06,3.27
40,1998,1,21,9.73171610168178e-05,1.82073980398356e-06,0.18128539207217584,0.00010102807227998462,9.104212607411857e-05,2.46
40,1998,2,21,0.0002747691832086733,4.777110338286437e-06,0.18128539207217584,0.00028524851797118216,0.00025704563002013753,2.555
40,1998,3,21,0.00011249190692519409,2.349509958899779e-06,0.18128539207217584,0.00011678161749159879,0.00010523785605885467,2.55
43,1998,1,21,2.8833985416045726e-06,1.8969332911792602e-08,0.18128539207217584,2.9923914429875278e-06,2.700864768328966e-06,0.806666667
44,1998,1,21,6.888665457758364e-08,4.74233322794815e-10,0.18128539207217584,7.052767481525094e-08,6.793430423394437e-08,0.75
46,1998,1,21,5.332811159370368e-05,3.673237432816946e-05,0.18128539207217584,5.536118051869064e-05,4.9891080009416654e-05,82.595
49,1998,1,21,1.2763712998160854e-05,3.020866266202972e-06,0.18128539207217584,1.3249563552235659e-05,1.1943739544382819e-05,20.0
0,1998,4,2,0.0014654454847302446,8.750395194435662e-06,0.32842243337492405,0.0015213399202043992,0.0013709041010403643,0.784347826
1,1998,1,2,0.0001506944773637912,8.518811255137528e-07,0.32842243337492405,0.00015644132080644066,0.0001409757443861864,0.709130435
3,1998,4,2,0.0008243665953299434,9.198292760037939e-05,0.32842243337492405,0.0008558088247015503,0.0007711851424634199,13.78826087
8,1998,1,2,3.400048450936449e-05,1.1191906417957635e-07,0.32842243337492405,3.529635380299011e-05,3.181039668255434e-05,0.411428571
9,1998,4,2,0.0003968953808240751,0.023690483717989253,0.32842243337492405,0.00041203288637334283,0.0003712927176404845,6045.886957
11,1998,1,2,3.250466000996554e-05,1.187164084729687e-07,0.32842243337492405,3.3743475156968485e-05,3.0411076995343004e-05,0.399130435
13,1998,4,2,0.0002897864739065865,1.5317736326272526e-06,0.32842243337492405,0.00030083860227268875,0.0002710940631956935,0.636956522
16,1998,2,2,5.907522677560494e-05,2.3759089472020235e-07,0.32842243337492405,6.132750373761585e-05,5.526741354449181e-05,0.460454545
21,1998,1,2,0.0015489951557821997,0.00010862677837496049,0.32842243337492405,0.0016080763656302127,0.0014490634704115769,9.040869565
23,1998,2,2,0.00020117855421850607,8.239013594688587e-07,0.32842243337492405,0.00020885097510967064,0.00018820278382956912,0.480909091
24,1998,1,2,0.0003898886239584695,2.2075561176098644e-06,0.32842243337492405,0.0004047588758735573,0.00036473800963196816,0.608695652
26,1998,1,2,0.00010351695992880032,4.050426809990516e-06,0.32842243337492405,0.000107464345615469,9.684193793558662e-05,4.9105
29,1998,1,2,0.00017226584119722882,7.078722731583939e-07,0.32842243337492405,0.00017883546549117365,0.0001611554072438657,0.520555556
31,1998,4,2,0.00015907896732094852,2.8993044577932344e-06,0.32842243337492405,0.00016514561426966717,0.0001488192994750289,2.340434783
32,1998,2,2,0.0022858658588479582,9.852987669933608e-06,0.32842243337492405,0.0023730529923197364,0.002138394125273489,0.50826087
37,1998,4,2,0.0015146699199012552,9.659769206449574e-05,0.32842243337492405,0.0015724418872267692,0.001416952766010306,7.230434783
39,1998,2,2,0.005684694031903319,2.1440246601327854e-05,0.32842243337492405,0.0059015201979010935,0.0053179430482360145,0.473478261
40,1998,0,2,0.0117103081173111,8.229607967119823e-05,0.32842243337492405,0.012156964901579014,0.010954807814548538,1.055652174
40,1998,3,2,0.0044070237266009135,7.052070818842871e-05,0.32842243337492405,0.004575116642833461,0.00412270309014376,1.685217391
40,1998,5,2,0.03218442563473566,0.00036169996838444516,0.32842243337492405,0.03341201180161383,0.030108014445354905,1.395652174
43,1998,1,2,0.00031371966589696984,1.297818526715144e-06,0.32842243337492405,0.00032568466060903484,0.00029348317819107494,0.485217391
44,1998,1,2,0.0002075751721435674,8.61523869743914e-07,0.32842243337492405,0.00021549157458278947,0.00019418671670251236,0.521363636
46,1998,4,2,0.0006016855639325773,0.00019342048687954474,0.32842243337492405,0.0006246342325819619,0.0005628706300804055,39.89304348
48,1998,4,2,0.00018564953408658791,5.127568763831805e-06,0.32842243337492405,0.00019272964285031453,0.00017367563602417772,3.435652174
49,1998,4,2,5.506011890879721e-05,2.0962693645273475e-06,0.32842243337492405,5.7159250529873586e-05,5.1511344910398204e-05,4.445217391
50,1998,4,2,2.882414446539178e-05,1.1571293076193488e-07,0.32842243337492405,2.9922576383204734e-05,2.6968014080757207e-05,0.569545455
51,1998,4,2,0.00021115727818160176,1.1723047739487828e-06,0.32842243337492405,0.000219210310287736,0.00019753771911136054,0.666956522
53,1998,2,2,0.0017633113791237162,1.4307461270945306e-05,0.32842243337492405,0.0018305670969003382,0.0016495528398068962,0.999545455
0,1998,4,6,2.9513011011167618e-05,2.8770154916218783e-07,0.4260805579550181,3.0637717864925224e-05,2.7612437620920326e-05,1.21
3,1998,4,6,3.7385771534320036e-05,2.276319949415112e-06,0.4260805579550181,3.881076337030222e-05,3.497727807992737e-05,7.58
5,1998,4,6,4.91063437631632e-06,1.1065444198545685e-08,0.4260805579550181,5.096950660622105e-06,4.597311186523282e-06,0.28
7,1998,4,6,0.001040670690703556,2.3711666139740754e-06,0.4260805579550181,0.0010803632499617835,0.0009735341340746387,0.28
9,1998,4,6,0.0004892428617606529,0.01912741068605754,0.4260805579550181,0.000507902710151415,0.00045768229622463716,4867.65
17,1998,1,6,6.878824507104423e-06,6.51280429971546e-08,0.4260805579550181,7.140212036966354e-06,6.4385213012750455e-06,1.18
17,1998,2,6,2.0616791620005387e-05,3.3575719253872906e-07,0.4260805579550181,2.1402176443849212e-05,1.9290167902242355e-05,2.03
32,1998,2,6,0.00017065192528998256,1.4574770787227316e-06,0.4260805579550181,0.00017715999116257135,0.00015964561494976928,1.06
34,1998,1,6,2.3608440618803306e-05,5.121719886184003e-08,0.4260805579550181,2.4507933735892473e-05,2.2088807276665033e-05,0.27
38,1998,1,6,4.919491231904866e-05,3.9140056907998736e-07,0.4260805579550181,5.1070331628367715e-05,4.6024538768437956e-05,0.99
40,1998,1,6,0.0008069481126724686,1.6479449889345557e-05,0.4260805579550181,0.0008377259615209038,0.0007548904329478668,2.54
40,1998,2,6,0.00030385903334172144,7.4177995573822324e-06,0.4260805579550181,0.00031544792111355013,0.00028425871551616863,3.04
46,1998,4,6,2.5970268775749033e-05,1.0116977552956054e-05,0.4260805579550181,2.6959847387505573e-05,2.429825941436715e-05,48.48
0,1998,4,12,0.0019297415365831583,0.00010249209611128676,0.15348561922129442,0.0020033452788840076,0.0018052455671103054,6.232
1,1998,1,12,0.009356687313210762,3.500679734429339e-05,0.15348561922129442,0.00971357164990527,0.008753033523024936,0.400833333
2,1998,1,12,0.00818403963328721,4.4614448308567817e-05,0.15348561922129442,0.008496196521879365,0.007656040536655836,0.601764706
2,1998,2,12,8.866696539200408e-06,8.472968700600695e-08,0.15348561922129442,9.203906027074046e-06,8.298143517174327e-06,1.19
2,1998,3,12,1.664104755581342e-05,7.87227315839393e-08,0.15348561922129442,1.727478846363383e-05,1.5570923470443793e-05,0.59
5,1998,4,12,8.633466008702018e-05,1.6348403414479925e-06,0.15348561922129442,8.96266737999837e-05,8.076817363380373e-05,2.238
6,1998,4,12,0.00039791883969208494,1.8226367372747393e-07,0.15348561922129442,0.00041309538228904183,0.00037225014690015537,0.06
8,1998,1,12,0.0005362432420838729,3.6745178627884923e-06,0.15348561922129442,0.0005566957918185157,0.0005016503937649093,0.831818182
9,1998,4,12,0.006109232643114313,0.2547470755611761,0.15348561922129442,0.006342251676778548,0.00571509206998797,4692.261111
10,1998,4,12,0.0003529850590061925,4.713879228580462e-07,0.15348561922129442,0.0003664477250671026,0.00033021531998037257,0.118
11,1998,1,12,0.012527421932009088,0.00015442238381283593,0.15348561922129442,0.013005245294582092,0.01171920460578888,1.556521739
13,1998,4,12,0.003352191907906337,2.3158077774264938e-05,0.15348561922129442,0.0034800511407955233,0.0031359249412436997,1.123703704
14,1998,4,12,7.03332743237129e-05,4.79607967119823e-07,0.15348561922129442,7.301495881030496e-05,6.57991354008719e-05,1.459411765
15,1998,1,12,7.667084654485059e-05,8.08868163136263e-06,0.15348561922129442,7.959426044213343e-05,7.172783197037256e-05,12.75944444
16,1998,2,12,0.006993481423173484,3.2012013910844134e-05,0.15348561922129442,0.007260227715328729,0.006542292538242494,0.573478261
17,1998,1,12,0.019929430739679604,0.00014685678153651598,0.15348561922129442,0.020689583543965072,0.01864366442954961,0.8568
17,1998,2,12,0.004279721188941539,4.159310780904205e-05,0.15348561922129442,0.004442958497011515,0.004003613619921615,1.3052
19,1998,1,12,0.003729434910274493,1.4340499525766678e-05,0.15348561922129442,0.003871683048799426,0.00348882968393817,0.504615385
19,1998,2,12,0.002652697135424245,9.814100537464433e-06,0.15348561922129442,0.002753876047642777,0.002481558866460923,0.4492
20,1998,1,12,0.008282291684616151,9.747786911160292e-05,0.15348561922129442,0.00859819612978647,0.007747953745584245,1.305714286
20,1998,2,12,0.0279514784842523,0.0001586231425861524,0.15348561922129442,0.02901761042473778,0.02614816067576058,0.7235
20,1998,3,12,0.00017510003498556368,3.6585520075877334e-06,0.15348561922129442,0.00018177776187310935,0.00016380674980910826,2.461333333
23,1998,2,12,0.00038980989635323797,1.018178944040468e-06,0.15348561922129442,0.0004046771454185035,0.0003646643612273781,0.315
24,1998,1,12,0.008866135605013134,0.00024385188112551376,0.15348561922129442,0.009204309184465229,0.008294130314024208,3.366
24,1998,2,12,0.0009825500361413833,1.606149225418906e-05,0.15348561922129442,0.0010200257415183378,0.0009191631993860192,1.97952381
24,1998,3,12,0.00023566124530991365,4.280746127094531e-06,0.15348561922129442,0.0002446489144232219,0.00022046078504002,2.241904762
